,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,genre,movie_id,title
1757,,,,,1,,,,,,,,,,,1,,,Comedy|Thriller,1824.0,Homegrown (1998)
1758,1,,,,,,,1,,,,,,,,,,,Action|Drama,1825.0,"Player's Club, The (1998)"
1759,,1,,1,,,,,,,,,,,,,,,Adventure|Children's,1826.0,Barney's Great Adventure (1998)
1760,,,,,1,,1,,,,,,,,,,,,Comedy|Documentary,1827.0,"Big One, The (1997)"
1761,,,,,,,,1,,,,,,1,,,,,Drama|Romance,1829.0,Chinese Box (1997)
1762,,,,,1,,,,,,,,,,,,,,Comedy,1830.0,Follow the Bitch (1998)
1763,1,,,,,,,,,,,,,,1,1,,,Action|Sci-Fi|Thriller,1831.0,Lost in Space (1998)
1764,1,,,,,,,1,,,,,,,,,,,Action|Drama,1832.0,Heaven's Burning (1997)
1765,1,,,,,,,1,,,,,,,,1,,,Action|Drama|Thriller,1833.0,Mercury Rising (1998)
1766,,,,,,,,1,,,,,,,,1,,,Drama|Thriller,1834.0,"Spanish Prisoner, The (1997)"
1767,,,,,,,,,,,,,,1,,,,,Romance,1835.0,City of Angels (1998)
1768,,,,,,,,1,,,,,,,,,,,Drama,1836.0,"Last Days of Disco, The (1998)"
1769,,,,,1,,,,,,,,,,,,,,Comedy,1837.0,"Odd Couple II, The (1998)"
1770,,,,,1,,,,,,,,,,,,,,Comedy,1839.0,My Giant (1998)
1771,,,,,,,,1,,,,,,,,,,,Drama,1840.0,He Got Game (1998)
1772,,,,,,,,1,,,,,,,,1,,,Drama|Thriller,1841.0,"Gingerbread Man, The (1998)"
1773,,,,,,1,,1,,,,,,,,,,,Crime|Drama,1842.0,Illtown (1996)
1774,,,,1,1,,,,,,,,,,,,,,Children's|Comedy,1843.0,Slappy and the Stinkers (1998)
1775,,,,,,,,1,,,,,,,,,,,Drama,1844.0,Live Flesh (1997)
1776,,,,,1,,,,,,,,,,,1,,,Comedy|Thriller,1845.0,Zero Effect (1998)
1777,,,,,,,,1,,,,,,,,,,,Drama,1846.0,Nil By Mouth (1997)
1778,,,,,,,,1,,,,,,,,1,,,Drama|Thriller,1847.0,Ratchet (1996)
1779,,1,,1,1,,,,1,,,,,,,,,,Adventure|Children's|Comedy|Fantasy,1848.0,"Borrowers, The (1997)"
1780,,1,,,,,,,,,,,,,,,,,Adventure,1849.0,Prince Valiant (1997)
1781,,,,,,,,1,,,,,,1,,,,,Drama|Romance,1850.0,"I Love You, Don't Touch Me! (1998)"
1782,,,,,,,,1,,,,,,1,,,,,Drama|Romance,1851.0,Leather Jacket Love Story (1997)
1783,,,,,,,,1,,,,,,,,1,,,Drama|Thriller,1852.0,Love Walked In (1998)
1784,,,,,1,,,,,,,,,,,,,,Comedy,1853.0,"Alan Smithee Film: Burn Hollywood Burn, An (1997)"
1785,,,,,1,,,,,,,,,1,,,,,Comedy|Romance,1854.0,Kissing a Fool (1998)
1786,,,,,1,,,,,,,,,,,,,,Comedy,1855.0,Krippendorf's Tribe (1998)
1787,,,,,,,1,,,,,1,,,,,,,Documentary|Musical,1856.0,Kurt & Courtney (1998)
1788,,,,,1,,,,,,,,,,,,,,Comedy,1857.0,"Real Blonde, The (1997)"
1789,1,,,,1,,,,,,,,,,,,,,Action|Comedy,1858.0,Mr. Nice Guy (1997)
1790,,,,,,,,1,,,,,,,,,,,Drama,1859.0,Taste of Cherry (1997)
1791,,,,,,,,1,,,,,,,,,,,Drama,1860.0,Character (Karakter) (1997)
1792,,,,,1,,,,,,,,,,,1,,,Comedy|Thriller,1861.0,Junk Mail (1997)
1793,,,,,,,,,,,1,,,,1,,,,Horror|Sci-Fi,1862.0,Species II (1998)
1794,,,,,1,,,,,,,,,,,,,,Comedy,1863.0,Major League: Back to the Minors (1998)
1795,,,,,1,,,,,,,,,,,,,,Comedy,1864.0,Sour Grapes (1998)
1796,,,,,,,1,,,,,,,,,,,,Documentary,1865.0,Wild Man Blues (1998)
1797,1,,,,1,,,,,,,,,,,,,,Action|Comedy,1866.0,"Big Hit, The (1998)"
1798,1,1,,,,,,,,,,,,,,,,,Action|Adventure,1867.0,Tarzan and the Lost City (1998)
1799,,,,,,,,1,,,,,,,,,1,,Drama|War,1868.0,"Truce, The (1996)"
1800,1,,,,,,,,,,,,,,,1,,,Action|Thriller,1869.0,Black Dog (1998)
1801,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,1870.0,"Dancer, Texas Pop. 81 (1998)"
1802,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,1871.0,"Friend of the Deceased, A (1997)"
1803,,,,,,,,1,,,,,,,,,,,Drama,1872.0,Go Now (1995)
1804,,,,,,,,1,,,,,,,,,,,Drama,1873.0,"Misérables, Les (1998)"
1805,,,,,1,,,,,,,,,1,,,,,Comedy|Romance,1874.0,Still Breathing (1997)
1806,,,,,1,,,,,,,,,,,,,,Comedy,1875.0,Clockwatchers (1997)
1807,1,,,,,,,1,,,,,,,1,1,,,Action|Drama|Sci-Fi|Thriller,1876.0,Deep Impact (1998)
1808,,,,,,,,1,,,,,,,,,,,Drama,1877.0,Little Men (1998)
1809,,,,,1,,,,,,,,,1,,,,,Comedy|Romance,1878.0,Woo (1998)
1810,,,,,,,,1,,,,,,,,,,,Drama,1879.0,"Hanging Garden, The (1997)"
1811,,,,,,,,1,,,,,,,,,,,Drama,1880.0,Lawn Dogs (1997)
1812,,1,1,1,,,,,1,,,,,,,,,,Adventure|Animation|Children's|Fantasy,1881.0,Quest for Camelot (1998)
1813,1,,,,,,,,,,,,,,1,,,,Action|Sci-Fi,1882.0,Godzilla (1998)
1814,,,,,1,,,,,,,,,,,,,,Comedy,1883.0,Bulworth (1998)
1815,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,1884.0,Fear and Loathing in Las Vegas (1998)
1816,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,1885.0,"Opposite of Sex, The (1998)"
1817,,,,,1,,,,,,,,,,,,,,Comedy,1886.0,I Got the Hook Up (1998)
1818,,1,,,1,,,,,,,,,,,,,,Adventure|Comedy,1887.0,Almost Heroes (1998)
1819,,,,,1,,,1,,,,,,1,,,,,Comedy|Drama|Romance,1888.0,Hope Floats (1998)
1820,,,,,,,,,,,,,,,,1,,,Thriller,1889.0,Insomnia (1997)
1821,,,,,,,,1,,,,,,,,,,,Drama,1890.0,Little Boy Blue (1997)
1822,,,,,,,,,,,1,,,,,1,,,Horror|Thriller,1891.0,"Ugly, The (1997)"
1823,,,,,,,,,,,,,1,,,1,,,Mystery|Thriller,1892.0,"Perfect Murder, A (1998)"
1824,,,,,,,,1,,,,,,,,,,,Drama,1893.0,Beyond Silence (1996)
1825,,1,,,1,,,,,,,,,1,,,,,Adventure|Comedy|Romance,1894.0,Six Days Seven Nights (1998)
1826,,,,,1,,,1,,,,,,1,,,,,Comedy|Drama|Romance,1895.0,Can't Hardly Wait (1998)
1827,,,,,1,,,,,,,,,,,,,,Comedy,1896.0,Cousin Bette (1998)
1828,,,,,,,,1,,,,,,1,,,,,Drama|Romance,1897.0,High Art (1998)
1829,,,,,,,,1,,,,,,,,,1,,Drama|War,1898.0,"Land Girls, The (1998)"
1830,,1,,,,,,1,,,,,,,,,,,Adventure|Drama,1899.0,Passion in the Desert (1998)
1831,,,,,,,,1,,,,,,,,,,,Drama,1900.0,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)"
1832,,,,,,,1,,,,,,,,,,,,Documentary,1901.0,Dear Jesse (1997)
1833,,,,,,,,1,,,,,,1,,,,,Drama|Romance,1902.0,Dream for an Insomniac (1996)
1834,,,,,1,,,,,,,,,,,,,,Comedy,1903.0,Hav Plenty (1997)
1835,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,1904.0,Henry Fool (1997)
1836,,,,,,,,1,,,,,,,,,,,Drama,1905.0,Marie Baie Des Anges (1997)
1837,,,,,1,,,,,,,,,1,,,,,Comedy|Romance,1906.0,Mr. Jealousy (1997)
1838,,,1,1,,,,,,,,,,,,,,,Animation|Children's,1907.0,Mulan (1998)
1839,,,,,,,,1,,,,,,,,1,,,Drama|Thriller,1908.0,Resurrection Man (1998)
1840,,,,,,,,,,,,,1,,1,1,,,Mystery|Sci-Fi|Thriller,1909.0,"X-Files: Fight the Future, The (1998)"
1841,1,,,,1,1,,,,,,,,,,,,,Action|Comedy|Crime,1910.0,I Went Down (1997)
1842,,,,,1,,,,,,,,,,,,,,Comedy,1911.0,Doctor Dolittle (1998)
1843,1,,,,,1,,,,,,,,1,,,,,Action|Crime|Romance,1912.0,Out of Sight (1998)
1844,,,,,,,,1,,,,,1,,,,,,Drama|Mystery,1913.0,Picnic at Hanging Rock (1975)
1845,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,1914.0,Smoke Signals (1998)
1846,,,,,,,,1,,,,,,,,,,,Drama,1915.0,Voyage to the Beginning of the World (1997)
1847,1,,,,1,,,1,,,,,,,,,,,Action|Comedy|Drama,1916.0,Buffalo 66 (1998)
1848,1,1,,,,,,,,,,,,,1,1,,,Action|Adventure|Sci-Fi|Thriller,1917.0,Armageddon (1998)
1849,1,,,,1,1,,1,,,,,,,,,,,Action|Comedy|Crime|Drama,1918.0,Lethal Weapon 4 (1998)
1850,,,,1,1,,,,,,,,,,,,,,Children's|Comedy,1919.0,Madeline (1998)
1851,,,1,1,,,,,1,,,,,,,,1,,Animation|Children's|Fantasy|War,1920.0,Small Soldiers (1998)
1852,,,,,,,,,,,,,,,1,1,,,Sci-Fi|Thriller,1921.0,Pi (1998)
1853,,,,,,,,1,,,,,,,,,,,Drama,1922.0,Whatever (1998)
1854,,,,,1,,,,,,,,,,,,,,Comedy,1923.0,There's Something About Mary (1998)
1855,,,,,,,,,,,1,,,,1,,,,Horror|Sci-Fi,1924.0,Plan 9 from Outer Space (1958)
1856,,,,,,,,1,,,,,,1,,,1,,Drama|Romance|War,1925.0,Wings (1927)
1857,,,,,,,,,,,,1,,,,,,,Musical,1926.0,"Broadway Melody, The (1929)"
1858,,,,,,,,,,,,,,,,,1,,War,1927.0,All Quiet on the Western Front (1930)
1859,,,,,,,,,,,,,,,,,,1,Western,1928.0,Cimarron (1931)
1860,,,,,,,,1,,,,,,,,,,,Drama,1929.0,Grand Hotel (1932)
1861,,,,,,,,1,,,,,,,,,,,Drama,1930.0,Cavalcade (1933)
1862,,1,,,,,,,,,,,,,,,,,Adventure,1931.0,Mutiny on the Bounty (1935)
1863,,,,,,,,,,,,1,,,,,,,Musical,1932.0,"Great Ziegfeld, The (1936)"
1864,,,,,,,,1,,,,,,,,,,,Drama,1933.0,"Life of Émile Zola, The (1937)"
1865,,,,,1,,,,,,,,,,,,,,Comedy,1934.0,You Can't Take It With You (1938)
1866,,,,,,,,1,,,,,,,,,,,Drama,1935.0,How Green Was My Valley (1941)
1867,,,,,,,,1,,,,,,,,,1,,Drama|War,1936.0,Mrs. Miniver (1942)
1868,,,,,1,,,,,,,,,,,,,,Comedy,1937.0,Going My Way (1944)
1869,,,,,,,,1,,,,,,,,,,,Drama,1938.0,"Lost Weekend, The (1945)"
1870,,,,,,,,1,,,,,,,,,1,,Drama|War,1939.0,"Best Years of Our Lives, The (1946)"
1871,,,,,,,,1,,,,,,,,,,,Drama,1940.0,Gentleman's Agreement (1947)
1872,,,,,,,,1,,,,,,,,,,,Drama,1941.0,Hamlet (1948)
1873,,,,,,,,1,,,,,,,,,,,Drama,1942.0,All the King's Men (1949)
1874,,,,,,,,1,,,,,,,,,,,Drama,1943.0,"Greatest Show on Earth, The (1952)"
1875,,,,,,,,1,,,,,,1,,,1,,Drama|Romance|War,1944.0,From Here to Eternity (1953)
1876,,,,,,1,,1,,,,,,,,,,,Crime|Drama,1945.0,On the Waterfront (1954)
1877,,,,,,,,1,,,,,,1,,,,,Drama|Romance,1946.0,Marty (1955)
1878,,,,,,,,,,,,1,,1,,,,,Musical|Romance,1947.0,West Side Story (1961)
1879,,,,,1,,,,,,,,,,,,,,Comedy,1948.0,Tom Jones (1963)
1880,,,,,,,,1,,,,,,,,,,,Drama,1949.0,"Man for All Seasons, A (1966)"
1881,,,,,,,,1,,,,,1,,,,,,Drama|Mystery,1950.0,In the Heat of the Night (1967)
1882,,,,,,,,,,,,1,,,,,,,Musical,1951.0,Oliver! (1968)
1883,,,,,,,,1,,,,,,,,,,,Drama,1952.0,Midnight Cowboy (1969)
1884,1,,,,,1,,1,,,,,,,,1,,,Action|Crime|Drama|Thriller,1953.0,"French Connection, The (1971)"
1885,1,,,,,,,1,,,,,,,,,,,Action|Drama,1954.0,Rocky (1976)
1886,,,,,,,,1,,,,,,,,,,,Drama,1955.0,Kramer Vs. Kramer (1979)
1887,,,,,,,,1,,,,,,,,,,,Drama,1956.0,Ordinary People (1980)
1888,,,,,,,,1,,,,,,,,,,,Drama,1957.0,Chariots of Fire (1981)
1889,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,1958.0,Terms of Endearment (1983)
1890,,,,,,,,1,,,,,,1,,,,,Drama|Romance,1959.0,Out of Africa (1985)
1891,,,,,,,,1,,,,,,,,,1,,Drama|War,1960.0,"Last Emperor, The (1987)"
1892,,,,,,,,1,,,,,,,,,,,Drama,1961.0,Rain Man (1988)
1893,,,,,,,,1,,,,,,,,,,,Drama,1962.0,Driving Miss Daisy (1989)
1894,,,,,1,,,,,,,,,,,,,,Comedy,1963.0,Take the Money and Run (1969)
1895,,,,,,,,1,,,,,1,,,,,,Drama|Mystery,1964.0,Klute (1971)
1896,,,,,1,,,,,,,,,,1,,,,Comedy|Sci-Fi,1965.0,Repo Man (1984)
1897,,,,,1,,,,,,,,,,,,,,Comedy,1966.0,Metropolitan (1990)
1898,,1,,1,,,,,1,,,,,,,,,,Adventure|Children's|Fantasy,1967.0,Labyrinth (1986)
1899,,,,,1,,,1,,,,,,,,,,,Comedy|Drama,1968.0,"Breakfast Club, The (1985)"
1900,,,,,,,,,,,1,,,,,,,,Horror,1969.0,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)"
1901,,,,,,,,,,,1,,,,,,,,Horror,1970.0,"Nightmare on Elm Street 3: Dream Warriors, A (1987)"
1902,,,,,,,,,,,1,,,,,,,,Horror,1971.0,"Nightmare on Elm Street 4: The Dream Master, A (1988)"
1903,,,,,,,,,,,1,,,,,,,,Horror,1972.0,"Nightmare on Elm Street 5: The Dream Child, A (1989)"
1904,,,,,,,,,,,1,,,,,,,,Horror,1973.0,Freddy's Dead: The Final Nightmare (1991)
1905,,,,,,,,,,,1,,,,,,,,Horror,1974.0,Friday the 13th (1980)
1906,,,,,,,,,,,1,,,,,,,,Horror,1975.0,Friday the 13th Part 2 (1981)
1907,,,,,,,,,,,1,,,,,,,,Horror,1976.0,Friday the 13th Part 3: 3D (1982)
1908,,,,,,,,,,,1,,,,,,,,Horror,1977.0,Friday the 13th: The Final Chapter (1984)
1909,,,,,,,,,,,1,,,,,,,,Horror,1978.0,Friday the 13th Part V: A New Beginning (1985)
1910,,,,,,,,,,,1,,,,,,,,Horror,1979.0,Friday the 13th Part VI: Jason Lives (1986)
1911,,,,,,,,,,,1,,,,,,,,Horror,1980.0,Friday the 13th Part VII: The New Blood (1988)
1912,,,,,,,,,,,1,,,,,,,,Horror,1981.0,Friday the 13th Part VIII: Jason Takes Manhattan (1989)
1913,,,,,,,,,,,1,,,,,,,,Horror,1982.0,Halloween (1978)
1914,,,,,,,,,,,1,,,,,,,,Horror,1983.0,Halloween II (1981)
1915,,,,,,,,,,,1,,,,,,,,Horror,1984.0,Halloween III: Season of the Witch (1983)
1916,,,,,,,,,,,1,,,,,,,,Horror,1985.0,Halloween 4: The Return of Michael Myers (1988)
1917,,,,,,,,,,,1,,,,,,,,Horror,1986.0,Halloween 5: The Revenge of Michael Myers (1989)
1918,,,,,,,,,,,1,,,,,,,,Horror,1987.0,Prom Night (1980)
1919,,,,,,,,,,,1,,,,,,,,Horror,1988.0,Hello Mary Lou: Prom Night II (1987)
1920,,,,,,,,,,,1,,,,,,,,Horror,1989.0,Prom Night III: The Last Kiss (1989)
1921,,,,,,,,,,,1,,,,,,,,Horror,1990.0,Prom Night IV: Deliver Us From Evil (1992)
1922,,,,,,,,,,,1,,,,,,,,Horror,1991.0,Child's Play (1988)
1923,,,,,,,,,,,1,,,,,,,,Horror,1992.0,Child's Play 2 (1990)
1924,,,,,,,,,,,1,,,,,,,,Horror,1993.0,Child's Play 3 (1992)
1925,,,,,,,,,,,1,,,,,1,,,Horror|Thriller,1994.0,Poltergeist (1982)
1926,,,,,,,,,,,1,,,,,1,,,Horror|Thriller,1995.0,Poltergeist II: The Other Side (1986)
1927,,,,,,,,,,,1,,,,,1,,,Horror|Thriller,1996.0,Poltergeist III (1988)
1928,,,,,,,,,,,1,,,,,,,,Horror,1997.0,"Exorcist, The (1973)"
1929,,,,,,,,,,,1,,,,,,,,Horror,1998.0,Exorcist II: The Heretic (1977)
1930,,,,,,,,,,,1,,,,,,,,Horror,1999.0,"Exorcist III, The (1990)"
1931,1,,,,1,1,,1,,,,,,,,,,,Action|Comedy|Crime|Drama,2000.0,Lethal Weapon (1987)
1932,1,,,,1,1,,1,,,,,,,,,,,Action|Comedy|Crime|Drama,2001.0,Lethal Weapon 2 (1989)
1933,1,,,,1,1,,1,,,,,,,,,,,Action|Comedy|Crime|Drama,2002.0,Lethal Weapon 3 (1992)
1934,,,,,1,,,,,,1,,,,,,,,Comedy|Horror,2003.0,Gremlins (1984)
1935,,,,,1,,,,,,1,,,,,,,,Comedy|Horror,2004.0,Gremlins 2: The New Batch (1990)
1936,,1,,1,,,,,1,,,,,,,,,,Adventure|Children's|Fantasy,2005.0,"Goonies, The (1985)"
1937,1,1,,,,,,,,,,,,1,,,,,Action|Adventure|Romance,2006.0,"Mask of Zorro, The (1998)"
1938,,,,,1,,,,,,,,,,,,,,Comedy,2007.0,Polish Wedding (1998)
1939,,,,,,1,,1,,1,,,,,,,,,Crime|Drama|Film-Noir,2008.0,"This World, Then the Fireworks (1996)"
1940,,,,,,,,,,,,,,,1,1,,,Sci-Fi|Thriller,2009.0,Soylent Green (1973)
1941,,,,,,,,,,,,,,,1,,,,Sci-Fi,2010.0,Metropolis (1926)
1942,,,,,1,,,,,,,,,,1,,,,Comedy|Sci-Fi,2011.0,Back to the Future Part II (1989)
1943,,,,,1,,,,,,,,,,1,,,1,Comedy|Sci-Fi|Western,2012.0,Back to the Future Part III (1990)
1944,1,1,,,,,,,,,,,,,,,,,Action|Adventure,2013.0,"Poseidon Adventure, The (1972)"
1945,,,,1,1,,,,,,,,,,,,,,Children's|Comedy,2014.0,Freaky Friday (1977)
1946,,,,1,1,,,,1,,,,,,,,,,Children's|Comedy|Fantasy,2015.0,"Absent Minded Professor, The (1961)"
1947,,,,1,1,,,,,,,,,,,,,1,Children's|Comedy|Western,2016.0,"Apple Dumpling Gang Rides Again, The (1979)"
1948,,,,1,,,,,1,,,1,,,,,,,Children's|Fantasy|Musical,2017.0,Babes in Toyland (1961)
1949,,,1,1,,,,,,,,,,,,,,,Animation|Children's,2018.0,Bambi (1942)
1950,1,,,,,,,1,,,,,,,,,,,Action|Drama,2019.0,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954)
1951,,,,,,,,1,,,,,,1,,,,,Drama|Romance,2020.0,Dangerous Liaisons (1988)
1952,,,,,,,,,1,,,,,,1,,,,Fantasy|Sci-Fi,2021.0,Dune (1984)
1953,,,,,,,,1,,,,,,,,,,,Drama,2022.0,"Last Temptation of Christ, The (1988)"
1954,1,,,,,1,,1,,,,,,,,,,,Action|Crime|Drama,2023.0,"Godfather: Part III, The (1990)"
1955,,,,,,,,1,,,,,1,,,,,,Drama|Mystery,2024.0,"Rapture, The (1991)"
1956,,,,,,,,1,,,,,,1,,,,,Drama|Romance,2025.0,Lolita (1997)
1957,,,,,,,,,,,1,,,,,1,,,Horror|Thriller,2026.0,Disturbing Behavior (1998)
1958,,,,,1,1,,,,,,,,,,,,,Comedy|Crime,2027.0,Mafia! (1998)
1959,1,,,,,,,1,,,,,,,,,1,,Action|Drama|War,2028.0,Saving Private Ryan (1998)
1960,,,,,1,,,,,,,,,1,,,,,Comedy|Romance,2029.0,Billy's Hollywood Screen Kiss (1997)
1961,,,,,,,,1,,,,,,,,,,,Drama,2030.0,East Palace West Palace (Dong gong xi gong) (1997)
1962,,,,1,1,,,,,,,,,,,,,,Children's|Comedy,2031.0,"$1,000,000 Duck (1971)"
1963,,,,1,1,,,,,,,,,,,,,,Children's|Comedy,2032.0,"Barefoot Executive, The (1971)"
1964,,,1,1,,,,,,,,,,,,,,,Animation|Children's,2033.0,"Black Cauldron, The (1985)"
1965,,,,,,,,,,,,,,,1,,,,Sci-Fi,2034.0,"Black Hole, The (1979)"
1966,,,,1,1,,,,,,,,,,,,,,Children's|Comedy,2035.0,Blackbeard's Ghost (1968)
1967,,,,1,1,,,,,,,,,,,,,,Children's|Comedy,2036.0,Blank Check (1994)
1968,,1,,1,1,,,,,,,,,,,,,,Adventure|Children's|Comedy,2037.0,Candleshoe (1977)
1969,,,,1,1,,,,,,,,,,1,,,,Children's|Comedy|Sci-Fi,2038.0,"Cat from Outer Space, The (1978)"
1970,,1,,1,,,,,,,,,,,,,,,Adventure|Children's,2039.0,Cheetah (1989)
1971,,,,1,1,,,,,,,,,,,,,,Children's|Comedy,2040.0,"Computer Wore Tennis Shoes, The (1970)"
1972,1,1,,1,1,,,,,,,,,,,,,,Action|Adventure|Children's|Comedy,2041.0,Condorman (1981)
1973,,,,1,1,,,,,,,,,,,,,,Children's|Comedy,2042.0,D2: The Mighty Ducks (1994)
1974,,1,,1,,,,,1,,,,,,,,,,Adventure|Children's|Fantasy,2043.0,Darby O'Gill and the Little People (1959)
1975,,,,,1,,,,,,,,,,,,,,Comedy,2044.0,"Devil and Max Devlin, The (1981)"
1976,,1,,1,,,,1,,,,,,1,,,,,Adventure|Children's|Drama|Romance,2045.0,"Far Off Place, A (1993)"
1977,,1,,1,,,,,,,,,,,1,,,,Adventure|Children's|Sci-Fi,2046.0,Flight of the Navigator (1986)
1978,,,,1,,,,,,,,,,,,,,,Children's,2047.0,"Gnome-Mobile, The (1967)"
1979,,,1,1,,,,,,,,,,,,,,,Animation|Children's,2048.0,"Great Mouse Detective, The (1986)"
1980,,,,,1,,,,,,,1,,,,,,,Comedy|Musical,2049.0,"Happiest Millionaire, The (1967)"
1981,,1,,1,1,,,,,,,,,,,,,,Adventure|Children's|Comedy,2050.0,Herbie Goes Bananas (1980)
1982,,1,,1,1,,,,,,,,,,,,,,Adventure|Children's|Comedy,2051.0,Herbie Goes to Monte Carlo (1977)
1983,,,,1,1,,,,,,,,,,,,,,Children's|Comedy,2052.0,Hocus Pocus (1993)
1984,,,,1,1,,,,,,,,,,1,,,,Children's|Comedy|Sci-Fi,2053.0,"Honey, I Blew Up the Kid (1992)"
1985,,1,,1,1,,,,1,,,,,,1,,,,Adventure|Children's|Comedy|Fantasy|Sci-Fi,2054.0,"Honey, I Shrunk the Kids (1989)"
1986,,,,,1,,,,,,,,,,,,,1,Comedy|Western,2055.0,Hot Lead and Cold Feet (1978)
1987,,1,,1,,,,,,,,,,,,,,,Adventure|Children's,2056.0,In Search of the Castaways (1962)
1988,,1,,1,,,,,,,,,,,,,,,Adventure|Children's,2057.0,"Incredible Journey, The (1963)"
1989,1,,,,,,,,,,,,,,,1,,,Action|Thriller,2058.0,"Negotiator, The (1998)"
1990,,,,1,,,,1,,,,,,,,,,,Children's|Drama,2059.0,"Parent Trap, The (1998)"
1991,,,,,1,,,,,,,,,,,,,,Comedy,2060.0,BASEketball (1998)
1992,,,,,,,1,,,,,,,,,,,,Documentary,2061.0,Full Tilt Boogie (1997)
1993,,,,,,,,1,,,,,,1,,,,,Drama|Romance,2062.0,"Governess, The (1998)"
1994,,,,,,,,1,,,,,,1,,,,,Drama|Romance,2063.0,Seventh Heaven (Le Septième ciel) (1997)
1995,,,,,1,,1,,,,,,,,,,,,Comedy|Documentary,2064.0,Roger & Me (1989)
1996,,,,,1,,,1,,,,,,1,,,,,Comedy|Drama|Romance,2065.0,"Purple Rose of Cairo, The (1985)"
1997,,,,,,,,,,1,,,,,,,,,Film-Noir,2066.0,Out of the Past (1947)
1998,,,,,,,,1,,,,,,1,,,1,,Drama|Romance|War,2067.0,Doctor Zhivago (1965)
1999,,,,,,,,1,,,,,,,,,,,Drama,2068.0,Fanny and Alexander (1982)
2000,,,,,,,,1,,,,,,,,,,,Drama,2069.0,"Trip to Bountiful, The (1985)"
2001,,,,,,,,1,,,,,,,,,,,Drama,2070.0,Tender Mercies (1983)
2002,,,,,,,,1,,,,,,,,,,,Drama,2071.0,And the Band Played On (1993)
2003,,,,,1,,,,,,,,,,,,,,Comedy,2072.0,"'burbs, The (1989)"
2004,,,,,1,,,,,,,,,,,,,,Comedy,2073.0,Fandango (1985)
2005,,,,,,,,1,,,,,,,,,,,Drama,2074.0,"Night Porter, The (Il Portiere di notte) (1974)"
2006,,,,,,,,1,,,,,,,,,1,,Drama|War,2075.0,Mephisto (1981)
2007,,,,,,,,1,,,,,1,,,,,,Drama|Mystery,2076.0,Blue Velvet (1986)
2008,,1,,1,,,,,,,,,,,,,,,Adventure|Children's,2077.0,"Journey of Natty Gann, The (1985)"
2009,,,1,1,1,,,,,,,1,,,,,,,Animation|Children's|Comedy|Musical,2078.0,"Jungle Book, The (1967)"
2010,,,,1,,,,1,,,,,,,,,,,Children's|Drama,2079.0,Kidnapped (1960)
2011,,,1,1,1,,,,,,,1,,1,,,,,Animation|Children's|Comedy|Musical|Romance,2080.0,Lady and the Tramp (1955)
2012,,,1,1,1,,,,,,,1,,1,,,,,Animation|Children's|Comedy|Musical|Romance,2081.0,"Little Mermaid, The (1989)"
2013,,,,1,1,,,,,,,,,,,,,,Children's|Comedy,2082.0,"Mighty Ducks, The (1992)"
2014,,,,1,,,,,,,,1,,,,,,,Children's|Musical,2083.0,"Muppet Christmas Carol, The (1992)"
2015,,,,1,,,,,,,,1,,,,,,,Children's|Musical,2084.0,Newsies (1992)
2016,,,1,1,,,,,,,,,,,,,,,Animation|Children's,2085.0,101 Dalmatians (1961)
2017,,,,,,,,1,1,,,,,,,,,,Drama|Fantasy,2086.0,One Magic Christmas (1985)
2018,,,1,1,,,,,1,,,1,,,,,,,Animation|Children's|Fantasy|Musical,2087.0,Peter Pan (1953)
2019,,1,,,1,,,,,,,1,,,,,,,Adventure|Comedy|Musical,2088.0,Popeye (1980)
2020,,,1,1,,,,,,,,,,,,,,,Animation|Children's,2089.0,"Rescuers Down Under, The (1990)"
2021,,,1,1,,,,,,,,,,,,,,,Animation|Children's,2090.0,"Rescuers, The (1977)"
2022,,,,1,,,,,,,,,,,1,,,,Children's|Sci-Fi,2091.0,Return from Witch Mountain (1978)
2023,,,1,1,,,,,,,,1,,,,,,,Animation|Children's|Musical,2092.0,"Return of Jafar, The (1993)"
2024,,1,,1,,,,,1,,,,,,1,,,,Adventure|Children's|Fantasy|Sci-Fi,2093.0,Return to Oz (1985)
2025,1,1,,,,,,,,,,,,,1,,,,Action|Adventure|Sci-Fi,2094.0,"Rocketeer, The (1991)"
2026,,,,1,1,,,,,,,,,,,,,,Children's|Comedy,2095.0,"Shaggy D.A., The (1976)"
2027,,,1,1,,,,,,,,1,,,,,,,Animation|Children's|Musical,2096.0,Sleeping Beauty (1959)
2028,,,,1,,,,,,,1,,,,,,,,Children's|Horror,2097.0,Something Wicked This Way Comes (1983)
2029,,,,1,1,,,,,,,,,,,,,,Children's|Comedy,2098.0,Son of Flubber (1963)
